id,name,mainFood,subFood,skill,taste,difficulty
339,香烤蜜汁叉烧肉,[猪肉],"[花生油,生姜,大葱,大蒜,白糖,料酒,酱油,辣椒酱,盐]",烧,甜味,初级入门
340,猪肉火腿,"[猪肉,羊肝,米粉]","[盐,花生油,酱油,淀粉]",蒸,家常味,未知
341,红烧鸡腿,[鸡腿],"[花生油,大蒜,酱油,盐,鸡精,大葱,生姜]",烧,咸鲜味,初级入门
342,家常口水鸡,[鸡肉],"[花生油,料酒,花生,香菜,生姜,大葱,辣椒油,花椒,大蒜,醋,盐]",煮,香辣味,新手尝试
343,乌梅扣肉,"[猪肉,乌梅]","[八角,酱油,鸡精,白糖,料酒,小葱,香菜,盐,花生油]",蒸,家常味,初级入门
344,粉丝蒸娃娃菜,"[娃娃菜,粉丝]","[花生油,盐,白糖,蚝油,酱油,辣椒,大蒜,小葱]",蒸,咸鲜味,初级入门
345,冷面,[荞麦面],"[盐,辣椒酱,鸡蛋,黄瓜,白糖,酱油,大蒜,醋,芝麻,花生油]",煮,咸鲜味,新手尝试
346,香辣土豆牛腩,"[牛腩,土豆]","[花生油,酱油,蚝油,料酒,盐,淀粉,洋葱,辣椒]",炖,家常味,未知
347,莴笋炒猪肉,"[猪肉,莴笋]","[生姜,料酒,花生油,辣椒酱,酱油,淀粉,盐,白糖,辣椒]",炒,家常味,未知
348,芋头扣肉,"[牛腩,芋头]","[大蒜,腐乳,花生油,盐,白糖,蚝油,酱油,料酒]",蒸,家常味,新手尝试
349,荷塘小炒,"[莲藕,黑木耳,胡萝卜,荷兰豆]","[花生油,盐]",炒,家常味,新手尝试
350,白糖醋荷包蛋,"[鸡蛋,白糖]","[盐,酱油,醋]",炒,家常味,新手尝试
351,蜜汁叉烧,[猪肉],"[花生油,大葱,生姜,大蒜,料酒,白糖,辣椒酱,盐,酱油]",烧,酱香味,中级掌勺
352,电饭煲做快手猪肉,[猪肉],"[花生油,生姜,大葱,腐乳,酱油,盐]",炖,咸鲜味,新手尝试
353,爆炒鸭胗,[鸭胗],"[料酒,青椒,胡萝卜,大蒜,辣椒,花椒,盐,胡椒粉,淀粉,白糖,酱油,蚝油,生姜,花生油]",炒,咸鲜味,未知
354,黄豆烧猪蹄,"[猪蹄,黄豆]","[酱油,料酒,花椒,生姜,鸡精,干辣椒,冰糖,花生油,盐]",烧,家常味,初中水平
355,白灼菜心,[油菜],"[花生油,盐,大蒜,酱油,蚝油,白糖]",灼,家常味,初级入门
356,秘制肉酱,[猪肉],"[番茄酱,胡椒粉,花椒,八角,辣椒酱,大葱,料酒,生姜,桂皮,草果,花生油,盐]",炒,咸鲜味,初中水平
357,大蒜炒肉,"[大蒜,猪肉]","[豆瓣酱,料酒,酱油,白糖,蚝油,淀粉,胡椒粉,盐,花生油]",炒,咸鲜味,初级入门
358,避风塘茄子,[茄子],"[花生油,面包,小麦面粉,鸡蛋,盐,大蒜,酱油]",烧,咸鲜味,初中水平
359,蒜薹炒鸡丝,"[鸡肉,蒜薹]","[盐,料酒,淀粉,酱油,花生油,小葱,生姜,大蒜]",炒,家常味,未知
360,蒜薹炒肉,"[蒜薹,猪肉]","[盐,酱油,生姜,花生油,辣椒,淀粉,料酒,洋葱,鸡精]",炒,酱香味,初中水平
361,自制凉皮,[小麦面粉],"[辣椒粉,黄瓜,大葱,白糖,大蒜,醋,盐,苏打粉,香菜]",拌,酸辣味,未知
362,猪肉炒蒜薹,"[猪肉,蒜薹]","[生姜,花生油,辣椒,盐,酱油,醋,鸡精,淀粉,洋葱,料酒]",炒,家常味,新手尝试
363,芙蓉蛋羹虾,"[豆腐,鸡蛋,虾仁]","[青豆,盐,玉米,胡萝卜,大葱,大蒜,鸡胗,鸡精,花生油]",蒸,咸鲜味,初中水平
364,凉拌绝味千张,[千张],"[大蒜,花生,黄瓜,黑木耳,白糖,辣椒,花生油,酱油,醋,盐,鸡精,香菜]",拌,香辣味,未知
365,沙县拌面,[面条],"[花生油,盐,花生酱,猪油,大葱,大蒜,酱油]",拌,家常味,初级入门
366,大蒜香蒸芹菜,"[芹菜,大蒜]","[花生油,小麦面粉,盐,酱油,醋]",蒸,大蒜香味,中级掌勺
367,焦熘猪肉,[猪肉],"[花生油,青椒,胡萝卜,酱油,白糖,盐,芝麻]",熘,家常味,未知
368,豉花生油鸡,"[鸡肉,豆豉]","[花生油,盐,大葱,冰糖,生姜]",炖,家常味,初中水平
369,西红柿炒蛋,"[西红柿,鸡蛋]","[大葱,花生油,料酒,盐,白糖,大蒜,生姜]",炒,家常味,新手尝试
370,猪肉白菜炖粉条,"[白菜,猪肉,粉条]","[盐,酱油,料酒,蚝油,冰糖,生姜,小葱,花生油,大蒜]",炖,家常味,中级掌勺
371,文思豆腐羹,[豆腐],"[盐,火腿,香菇,黄瓜,淀粉,鸡精,料酒]",煮,家常味,初中水平
372,干锅娃娃菜,[娃娃菜],"[花生油,盐,猪肉,青椒,洋葱,小葱,干辣椒,大蒜,豆瓣酱,料酒,蚝油,白糖]",炒,香辣味,新手尝试
373,椒盐排骨,"[排骨,盐]","[花生油,大蒜,淀粉,大葱,生姜,酱油]",炸,咸鲜味,未知
374,大蒜丝蒸生蚝,"[生蚝,大蒜]","[花生油,粉丝,辣椒,小葱,盐,鸡精,蚝油,料酒]",蒸,咸鲜味,未知
375,红焖羊排,[羊排],"[料酒,花椒,酱油,蚝油,大葱,生姜,芝麻,冰糖,盐,花生油]",炖,家常味,初级入门
376,炒羊血,[羊血],"[花生油,花椒,八角,盐,大蒜,干辣椒,大葱,生姜,酒酿]",炒,家常味,新手尝试
377,蒲公英炒鸡蛋,"[蒲公英,鸡蛋]","[大葱,盐,花生油]",炒,家常味,未知
378,香方炸豆腐,[豆腐],"[鸡精,猪肉,香菇,芹菜,花生油,胡椒粉,酱油,盐,味精]",炸,家常味,中级掌勺
379,蒸豌豆,[豌豆],"[盐,鸡蛋,小麦面粉,酱油,蚝油,醋,猪油,大蒜]",蒸,家常味,新手尝试
380,辣拌萝卜丝,"[白萝卜,辣椒]","[花生油,辣椒粉,盐,白糖,小葱,大蒜,芝麻]",拌,其它口味,新手尝试
381,香煎鸡脯,[鸡肉],"[花生油,盐,蚝油,胡椒粉,辣椒酱,五香粉,孜然,生菜]",煎,咸鲜味,初级入门
382,西红柿牛腩,"[牛腩,西红柿]","[花生油,盐,生姜,大蒜,料酒,冰糖,大葱]",炖,茄汁味,初级入门
383,墨鱼干排骨汤,"[墨鱼,排骨]","[花生油,胡萝卜,黑木耳,生姜,醋,盐]",煮,咸鲜味,新手尝试
384,照烧鸡腿,[鸡腿],"[花生油,酱油,白糖,盐,料酒,胡椒粉]",烧,咸鲜味,新手尝试
385,青椒木耳炒鸡蛋,"[青椒,黑木耳,鸡蛋]","[大葱,大蒜,白糖,料酒,盐,鸡精,花生油]",炒,家常味,新手尝试
386,茨菰红烧肉,[猪肉],"[花生油,盐,淀粉,桂皮,大葱,冰糖,生姜,小葱,大蒜,料酒,八角]",烧,咸鲜味,新手尝试
387,土豆烧鸡肉,"[鸡肉,土豆]","[花生油,白糖,盐,生姜,酱油,辣椒,大葱,大蒜,料酒]",烧,家常味,新手尝试
388,核桃菠菜塔,"[核桃,菠菜]","[醋,花生,胡萝卜,白糖,盐,酱油,黑芝麻,大蒜,花生油]",煮,家常味,初级入门
389,牛肉炒西兰花,"[西兰花,牛肉]","[生姜,大蒜,花生油,胡椒粉,酱油,盐,白糖,淀粉]",炒,家常味,中级掌勺
390,自制酸辣无骨鸡爪,"[鸡爪,柠檬]","[花生油,大葱,生姜,花椒,醋,白糖,香菜,盐,料酒]",拌,酸辣味,初级入门
391,萝卜干炒腊肉,"[腊肉,白萝卜]","[花生油,盐,干辣椒,生姜,大蒜]",炒,家常味,未知
392,白菜肉丝炒年糕,"[白菜,年糕]","[花生油,胡萝卜,猪肉,盐,白糖,淀粉,味精]",炒,咸鲜味,未知
393,酸菜烧鸭,"[鸭肉,酸菜]","[花生油,盐,花椒,草果,料酒]",烧,酸辣味,中级掌勺
394,山药虾球,"[山药,虾]","[花生油,料酒,胡椒,生姜,大蒜,盐]",煎,奶香味,初中水平
395,酱烧老黄瓜,[黄瓜],"[花生油,豆瓣酱,大蒜,酱油,白糖,盐]",炒,酱香味,新手尝试
396,炒南瓜,[南瓜],"[花生油,辣椒,大蒜,盐,鸡精]",炒,家常味,未知
397,乌塌菜炒豆皮,[豆腐皮],"[料酒,猪肉,酱油,盐,大葱,花生油]",炒,家常味,未知
398,酱焖棒骨,[排骨],"[花生油,盐,生姜,八角,大蒜,干辣椒,香叶,桂皮]",炖,香辣味,未知
399,水晶虾饺,"[胡萝卜,虾仁,猪肉,小麦面粉]","[花生油,淀粉,盐,生姜,酱油]",蒸,咸鲜味,未知
400,西葫芦酿肉,"[西葫芦,猪肉]","[大蒜,小葱,料酒,花生油,鸡精,盐,酱油,淀粉,蚝油]",炒,咸鲜味,初级入门
401,香肠炒彩椒,"[香肠,辣椒]","[大葱,胡椒粉,生姜,酱油,盐,花生油]",炒,家常味,未知
402,清炒南美纯干青虾,[虾],"[花生油,盐,黄瓜,胡萝卜,酱油,大葱,大蒜]",炒,家常味,未知
403,香芋烧肉卷,"[猪肉,芋头]","[小麦面粉,花生油,白糖,盐]",蒸,咸鲜味,初级入门
404,大蒜苔炒鱿鱼,"[鱿鱼,蒜苔]","[盐,酱油,料酒,干辣椒,花椒,花生油]",炒,香辣味,新手尝试
405,五香牛肉,[牛肉],"[花生油,桂皮,盐,花椒,草果,白糖,丁香,料酒,大葱,香叶,八角]",炖,五香味,未知
406,烤牛肉串,[牛肉],"[盐,孜然,辣椒粉,花生油]",烤,香辣味,初中水平
407,千张肉丝,"[千张,猪肉]","[胡椒,酱油,花生油,大葱,辣椒,大蒜,盐]",炒,家常味,未知
408,烤鸡翅根,[鸡翅],"[花生油,小葱,生姜,酱油,白糖,蚝油,盐,料酒]",烤,家常味,未知
409,盐水鸭肝,[鸭肝],"[盐,花椒,生姜,八角,桂皮,料酒]",煮,家常味,初级入门
410,脱骨排骨,[排骨],"[盐,生姜,大葱,八角,桂皮,花椒,菊花,白糖,酱油,花生油]",煮,家常味,未知
411,家常炖豆腐,"[豆腐,鸡蛋]","[花生油,盐,鸡精,大葱,大蒜,辣椒,豆瓣酱,淀粉]",炖,咸鲜味,初级入门
412,米皮蔬菜卷,"[紫甘蓝,黑木耳,胡萝卜,黄瓜]","[芝麻酱,花生油,盐]",其它工艺,家常味,新手尝试
413,尖椒白萝卜丝,"[白萝卜,辣椒]","[醋,花生油,白糖,盐,小葱,大蒜]",拌,酸辣味,新手尝试
414,素炒三丝,"[杏鲍菇,韭菜,辣椒]","[花生油,大蒜,盐]",炒,家常味,初级入门
415,素炒腐竹,"[腐竹,胡萝卜]","[盐,淀粉,花生油,大蒜]",炒,家常味,新手尝试
416,家常红烧肉,[猪肉],"[花生油,盐,冰糖,大葱,淀粉,八角,酱油,桂皮,生姜,大蒜,料酒]",烧,五香味,初中水平
417,红烧牛肉面,"[牛肉,面条]","[花生油,花椒,盐,茴香,肉蔻,香叶,桂皮,干辣椒,生姜,大蒜,豆豉,料酒,白糖,八角]",煮,酱香味,初级入门
418,凉拌西兰花,[西兰花],"[酱油,醋,白糖,花生油,盐,大蒜]",拌,其它口味,新手尝试
419,手撕兔肉,[兔肉],"[花生油,盐,辣椒,料酒,大蒜,花椒]",拌,家常味,新手尝试
420,蔬菜鸡胸肉,"[鸡肉,西兰花]","[胡椒,辣椒,花生油,盐]",炒,咸鲜味,未知
421,水晶糯米烧卖,"[猪肉,糯米]","[花生油,盐,胡萝卜,虾皮]",蒸,家常味,新手尝试
422,大蒜香回锅肉,"[猪肉,豆腐]","[花生油,盐,大蒜,生姜,辣椒,白糖,酱油,豆豉]",炒,家常味,未知
423,老北京烤肉,[猪肉],"[大葱,蚝油,洋葱,生姜,辣椒粉,酱油,料酒,花生油,盐,白糖,辣椒]",煎,咸鲜味,新手尝试
424,白糖醋小排,[排骨],"[酱油,花生油,盐,大葱,蚝油,料酒,生姜,大蒜,冰糖,芝麻,醋]",炖,酸甜味,初级入门
425,黄豆烧猪蹄,"[猪蹄,黄豆]","[花生油,盐,料酒,花椒,冰糖,酱油,大葱,生姜,鸡精,干辣椒]",烧,家常味,初级入门
426,家常宫保鸡丁,"[鸡肉,花生,黄瓜]","[大葱,生姜,干辣椒,花椒,料酒,醋,白糖,淀粉,花生油,盐]",炒,家常味,初级入门
427,萝卜猪肉,"[猪肉,白萝卜]","[生姜,桂皮,八角,大葱,花生油,料酒,酱油,白糖,盐]",炖,家常味,初中水平
428,红烧肉末茄子,"[茄子,猪肉]","[花生油,盐,大葱,鸡精,生姜,大蒜,豆瓣酱,白糖,料酒,淀粉]",烧,家常味,中级掌勺
429,清蒸武昌鱼,[武昌鱼],"[花生油,生姜,大葱,大蒜,盐,料酒,酱油,醋,白糖,辣椒]",蒸,家常味,未知
430,白蛋炒饭,"[鸡蛋,大米]","[盐,花生油,小葱]",炒,咸鲜味,新手尝试
431,油淋生菜,[生菜],"[白糖,大蒜,辣椒,花生油,盐]",煮,家常味,初中水平
432,麻油仔姜鸡,[鸡肉],"[花生油,生姜,盐,料酒,大葱]",炒,姜汁味,高级厨师
433,红烧带鱼,[带鱼],"[花生油,大蒜,大葱,盐,生姜,酱油,干辣椒,料酒,醋,淀粉,白糖]",烧,咸鲜味,新手尝试
434,香菇蒸鸡腿,"[鸡腿,香菇,虫草花]","[花生油,大葱,生姜,盐,香菜]",蒸,家常味,新手尝试
435,菠菜瘦肉粥,"[大米,菠菜,猪肉]","[盐,鸡精]",煮,咸鲜味,初级入门
436,牛肉炖土豆,"[牛肉,土豆]","[花生油,胡萝卜,洋葱,大葱,盐,生姜,花椒,八角,香叶,辣椒,草果,桂皮,大蒜,豆瓣酱,白糖]",炖,咸鲜味,初级入门
437,鱿鱼香辣锅,"[槟榔,花菜,娃娃菜,金针菇,豆腐干,蛤蜊,鱿鱼]","[花生油,盐,辣椒粉]",煮,香辣味,初中水平
438,翡翠羊肉烧麦,"[小麦面粉,羊肉,猪肉,生菜,粉条]","[五香粉,大葱,生姜,酱油,盐,花生油]",蒸,咸鲜味,初级入门
439,自制辣椒酱,[辣椒],"[白糖,大蒜,生姜,盐]",腌,香辣味,新手尝试
440,四喜烤麸,"[黑木耳,黄花菜,花生,香菇]","[花生油,八角,盐,白糖,香叶,大葱]",烧,其它口味,初级入门
441,红烧藕圆,[莲藕],"[花生油,豌豆,盐,大葱,生姜,小麦面粉,白糖,胡椒粉,味精,淀粉]",烧,咸鲜味,初中水平
442,香辣藕片,[莲藕],"[花生油,盐,辣椒粉,五香粉,白糖,味精,黑芝麻,大蒜,香菜,醋,孜然,花椒,大葱,小葱]",拌,香辣味,新手尝试
443,豇豆炒肉,"[豇豆,猪肉]","[大蒜,盐,花生油,白糖,干辣椒,酱油]",炒,家常味,新手尝试
444,苹果烧鸡翅,"[苹果,鸡翅]","[花生油,番茄酱,醋,盐,白糖,大葱,生姜,料酒,大蒜]",烧,家常味,未知
445,酱香鸡爪,[鸡爪],"[花生油,盐,白糖,八角,大葱,生姜,大蒜]",炖,酱香味,未知
446,油煎蘑菇,[蘑菇],"[青椒,香菜,盐,花生油,料酒]",煎,黑椒味,新手尝试
447,香葱培根面包,"[小麦面粉,培根,鸡蛋]","[大葱,白糖,辣椒,盐,黄油]",烘焙,家常味,新手尝试
448,家乡回锅肉,"[猪肉,豆腐]","[辣椒,豆瓣酱,白糖,大蒜,生姜,料酒,大葱,盐,花生油]",炒,香辣味,初级入门
449,韭菜花炒肉丝,"[猪肉,韭菜]","[盐,花生油,淀粉,甜椒]",炒,家常味,初级入门
450,辣油拌菠菜,[菠菜],"[辣椒,花椒,鸡精,花生油,盐]",拌,麻辣味,未知
451,广式腊肉煲仔饭,"[香肠,大米]","[花生油,鸡蛋,西兰花,盐,白糖,蚝油,酱油]",煮,咸鲜味,初级入门
452,香炸多春鱼,[多春鱼],"[花生油,淀粉,料酒,盐,大葱,鸡蛋,小麦面粉,生姜]",炸,家常味,新手尝试
453,大蒜香甜辣肉酱,"[大蒜,猪肉]","[辣椒,大葱,生姜,白糖,花生油,盐,料酒,番茄酱]",拌,香辣味,新手尝试
454,芹菜炒腊肉,"[芹菜,腊肉]","[花生油,大蒜,盐,生姜,花椒,醋]",炒,家常味,未知
455,鲜虫草花木耳大盘蒸鸡,"[鸡肉,虫草花,黑木耳]","[花生油,盐,红枣,生姜,枸杞子]",蒸,咸鲜味,新手尝试
456,榨菜排骨蒸濑粉,"[排骨,榨菜]","[生姜,大蒜,花生油,盐,酱油,猪油,大葱]",蒸,家常味,新手尝试
457,蘑菇红烧肉,"[猪肉,蘑菇]","[料酒,大葱,生姜,胡萝卜,花生油,盐]",煮,家常味,未知
458,虾仁小炒,[虾],"[黄瓜,玉米,青豆,胡萝卜,花生油,盐,淀粉,花椒,生姜,料酒,干辣椒]",炒,咸鲜味,新手尝试
459,鱼香杏鲍菇,[杏鲍菇],"[花生油,盐,青椒,胡萝卜,黑木耳,大蒜]",炒,家常味,未知
460,麻辣鸡丝,[鸡肉],"[大葱,生姜,料酒,花生油,花椒,辣椒油,醋,白糖,盐,黑芝麻]",拌,麻辣味,初级入门
461,青椒炒肉皮,"[青椒,猪肉]","[花生油,黑木耳,盐,料酒,生姜,淀粉,大蒜,白糖,酱油]",炒,家常味,中级掌勺
462,芸豆红烧肉,"[猪肉,芸豆]","[花生油,盐,大葱,生姜,大蒜,花椒,干辣椒,草果,豆瓣酱,白糖]",烧,家常味,未知
463,酸萝卜丝炒肉沫,"[胡萝卜,猪肉]","[花生油,盐,大蒜,酱油]",炒,酸辣味,未知
464,蒸茼蒿,[茼蒿],"[大蒜,花生油,盐,小麦面粉,酱油,醋]",蒸,大蒜香味,新手尝试
465,大蒜香炸鸡翅,"[大蒜,鸡翅]","[花生油,料酒,盐,小麦面粉,胡椒粉]",炸,大蒜香味,初级入门
466,麻酱宽粉,[粉条],"[黄瓜,花生油,辣椒油,盐,胡萝卜,香菜,大蒜,大葱,辣椒,黑芝麻,醋]",拌,麻酱味,未知
467,口蘑小馒头,[小麦面粉],"[白糖,盐]",蒸,家常味,中级掌勺
468,凉菜口水鸡,[鸡肉],"[花生油,大葱,盐,辣椒,白糖,花椒,醋,生姜,大蒜,料酒,黑芝麻,辣椒油]",煮,香辣味,初级入门
469,香辣黄瓜小菜,[黄瓜],"[花椒,胡萝卜,白萝卜,干辣椒,白糖,花生油,生姜,大蒜,盐]",腌,香辣味,未知
470,葱香小海虾,[虾],"[大葱,料酒,酱油,盐,花生油]",炒,咸鲜味,未知
471,回锅龙利鱼,[龙利鱼],"[花生油,盐,豆瓣酱,豆豉,生姜,料酒,白糖]",煮,咸鲜味,未知
472,鸡肉汉堡,"[小麦面粉,鸡肉]","[生菜,蜂蜜,黄油,白糖,盐,番茄酱,酱油,料酒,胡椒粉]",烘焙,咸鲜味,初中水平
473,开胃脆皮茄子,[茄子],"[花生油,番茄酱,鸡蛋,小麦面粉,大葱,盐,辣椒,生姜]",炒,酸甜味,新手尝试
474,牙签肉,[猪肉],"[花生油,盐,花椒,胡椒粉,料酒,芝麻,辣椒粉,生姜,大蒜,小葱,酱油,干辣椒,孜然]",烤,香辣味,未知
475,茄子酿肉,"[茄子,猪肉]","[花生油,盐,酱油,白糖,醋,辣椒油,青椒,大蒜,大葱]",蒸,香辣味,初级入门
476,家庭自制西红柿锅,"[羊肉,西红柿,金针菇,洋葱,豆腐,海带,香菇,生菜,鸡蛋]","[花生油,盐,大蒜]",煮,家常味,未知
477,蟹肉煲,[螃蟹],"[大葱,鸡爪,土豆,洋葱,盐,生姜,大蒜,豆豉,白糖,花生油]",炒,酱香味,初中水平
478,大蒜香鸡翅,"[大蒜,鸡翅]","[盐,花生油,白糖,干辣椒,大葱,酱油,醋,大蒜,胡椒粉,花生]",煎,大蒜香味,初级入门
479,金玉满堂,"[玉米,胡萝卜,芹菜,香菇,洋葱]","[花生油,生姜,大蒜,胡椒粉,盐]",炒,酱香味,初中水平
480,猪肉白菜饺子,"[猪肉,白菜,小麦面粉]","[盐,料酒,花生油,生姜,大葱]",煮,家常味,新手尝试
481,炸萝卜肉丸,"[白萝卜,猪肉,小麦面粉]","[花生油,鸡蛋,大葱,料酒,盐,胡椒]",炸,葱香味,未知
482,猪肉干,[猪肉],"[大葱,盐,胡椒粉,白糖,椒盐,辣椒粉,黑芝麻]",烘焙,香辣味,未知
483,干炸响铃,"[猪肉,豆腐皮]","[花生油,料酒,盐,鸡精,五香粉,大葱]",炸,咸鲜味,初级入门
484,芝麻烤馒头,[小麦面粉],"[黑芝麻,鸡蛋,白糖,花生油]",烘焙,甜味,新手尝试
485,辣炒苦瓜,"[苦瓜,辣椒]","[花生油,盐]",炒,家常味,未知
486,辣子鸡丁,[鸡肉],"[花生油,辣椒,花生,生姜,大蒜,干辣椒,花椒,盐,料酒,白糖,黑芝麻,大葱]",爆炒,麻辣味,中级掌勺
487,土豆烧牛肉,"[牛肉,土豆]","[花生油,大葱,生姜,小葱,大蒜,干辣椒,盐,白糖,酱油,豆瓣酱,蚝油]",炖,酱香味,新手尝试
488,玉米鸡蛋饼,"[玉米,鸡蛋,小麦面粉]","[盐,胡椒粉,花生油,胡萝卜,大葱]",烙,家常味,新手尝试
489,虹豆生煎包,"[小麦面粉,猪肉]","[大葱,生姜,盐,五香粉,花生油,味精]",蒸,家常味,初级入门
490,麻婆牛筋豆腐,"[牛肉,豆腐]","[花生油,盐,豆瓣酱,辣椒油,白糖,醋,花椒,料酒,大蒜]",烧,麻辣味,新手尝试
491,野生酸菜鱼,"[青鱼,酸菜]","[香菜,大蒜,淀粉,大葱,辣椒,花椒,醋,胡椒粉,盐,花生油,干辣椒,生姜]",烧,酸辣味,未知
492,莲藕焖猪肉皮,"[莲藕,猪肉]","[花生油,盐,洋葱,大蒜,芹菜,胡萝卜]",炖,家常味,未知
493,清蒸梭子蟹,[螃蟹],"[大葱,生姜,大蒜,花椒,八角,醋,盐,白糖]",烧,咸鲜味,初级入门
494,芽菜扣肉,[猪肉],"[花生油,盐,生姜,大葱,料酒,蜂蜜,花椒,鸡精]",蒸,咸鲜味,初中水平
495,凉拌金针菇,[金针菇],"[醋,大蒜,辣椒,大葱,盐,花生油,胡萝卜,黄瓜,酱油,白糖,香菜]",拌,咸鲜味,初级入门
496,香辣口水鸡,[鸡肉],"[料酒,醋,白糖,盐,黑芝麻,大葱,生姜,花生,辣椒油,花生油,大蒜,花椒]",煮,麻辣味,新手尝试
497,金瓜粉蒸肉,"[猪肉,鸡爪]","[大葱,生姜,花椒,腐乳,白糖,盐,五香粉,米粉]",蒸,五香味,中级掌勺
498,水煮肉片,[猪肉],"[盐,黄豆芽,花生油,干辣椒,花椒,淀粉,大葱,豆瓣酱,大蒜,料酒,辣椒油,酱油,鸡精,白糖]",煮,香辣味,中级掌勺
499,鲜辣口水鸡,[鸡肉],"[花生,黑芝麻,花椒,料酒,大蒜,大葱,辣椒油,生姜,花生油,白糖,醋,盐]",煮,香辣味,新手尝试
500,胡萝卜炒香菇,"[香菇,胡萝卜]","[生姜,花生油,盐,大蒜]",炒,咸鲜味,新手尝试
501,口蘑炒荷兰豆,"[猪肉,口蘑,荷兰豆]","[生姜,大蒜,酱油,黑木耳,盐,花生油]",炒,家常味,新手尝试
502,虾仁炒鸡蛋,"[虾仁,鸡蛋]","[花生油,大葱,胡椒粉,料酒,大蒜,盐]",炒,家常味,新手尝试
503,土豆木耳炒肉,"[土豆,黑木耳,猪肉]","[花生油,火腿,淀粉,盐,豆瓣酱]",炒,家常味,未知
504,酱肉鸡,[鸡肉],"[生姜,大葱,辣椒,料酒,盐,花生油]",煮,家常味,初级入门
505,海鲜菇炒肉,"[蘑菇,猪肉]","[花生油,料酒,盐,酱油,蚝油,豆瓣酱,大葱,生姜,大蒜]",炒,家常味,初中水平
506,锅巴辣子鸡,[鸡肉],"[花生油,花生,干辣椒,生姜,大蒜,花椒,辣椒,料酒,胡椒粉,鸡精,白糖,盐]",爆炒,麻辣味,初中水平
507,淮南牛肉汤,[牛肉],"[花生油,豆腐皮,粉条,花椒,大葱,陈皮,生姜,料酒,盐]",炖,咸鲜味,初级入门
508,青椒炒土豆片,"[土豆,青椒]","[小葱,盐,花生油,鸡精,酱油,辣椒,五香粉]",炒,其他口味,未知
509,干锅土豆牛蛙,"[牛蛙,土豆]","[料酒,盐,花生油,生姜,大葱,大蒜,洋葱,辣椒]",炸,咸鲜味,未知
