id,name,mainFood,subFood,skill,taste,difficulty,time
168,泡菜毛豆,"[毛豆,泡菜]","[大蒜,花生油,盐,料酒,酱油]",烧,咸鲜味,未知,30
169,芦笋牛肉条配面条,"[牛肉,芦笋,面条]","[花生油,盐,大葱,黄油,淀粉,酱油,豆瓣酱]",炒,咸鲜味,未知,15
170,凉拌松花蛋,[松花蛋],"[盐,芝麻,大蒜,白糖,大葱,酱油,醋,青椒,花生油]",拌,家常味,未知,10
171,咸鱼白萝卜,"[咸鱼,白萝卜]","[花生油,蚝油,盐,白糖,生姜,大葱]",蒸,家常味,新手尝试,15
172,广东炒斋河,[粉条],"[花生油,黄豆芽,大蒜,大葱,盐,酱油,蚝油]",炒,家常味,新手尝试,5
173,咖喱鸡肉饭,"[大米,鸡肉,咖喱]","[生姜,大葱,土豆,胡萝卜,洋葱,大蒜,盐,酱油,花生油,料酒,蚝油]",煮,香辣味,初级入门,10
174,大葱炒蛋,"[大葱,鸡蛋]","[花生油,白糖,盐]",炒,咸鲜味,未知,10
175,凉拌花甲粉,"[文蛤,粉丝]","[花生油,大葱,大蒜,辣椒,柠檬,香菜,蚝油,鱼露,盐,酱油,白糖]",拌,酸辣味,新手尝试,10
176,肉松手撕包,[小麦面粉],"[番茄酱,鸡蛋,苏打粉,白糖,牛奶,黄油,盐]",烤,其它口味,初中水平,60
177,大蒜蓉粉丝香菇酿,"[香菇,粉丝,大蒜]","[花生油,鸡精,酱油,蚝油,盐,大葱,辣椒]",蒸,大蒜香味,初级入门,30
178,油金饺,[小麦面粉],"[花生油,豇豆,猪肉,盐,酱油,料酒,苏打粉]",煎,家常味,初级入门,15
179,什锦榨菜小炒,"[茭白,榨菜,胡萝卜,猪肉]","[花生油,大葱,盐,白糖,酱油,料酒]",炒,家常味,初级入门,15
180,家常豆腐脑儿,[黄豆],"[盐,酱油,紫菜,虾皮,大葱,花生油]",煮,家常味,中级掌勺,30
181,茄汁拌茄子,[茄子],"[花生油,虾米,白糖,番茄酱,盐,鸡蛋,酱油,生姜,大蒜,淀粉]",拌,茄汁味,初级入门,10
182,拌黄瓜,[黄瓜],"[花生油,盐,干辣椒,辣椒油,大蒜,醋,酱油]",拌,香辣味,新手尝试,30
183,凉拌腱子肉,[猪肉],"[花生油,盐,生姜,大蒜,香菜,花椒,大葱,鱼肝油,蚝油,辣椒,白糖]",拌,咸鲜味,初级入门,30
184,羊肉炖萝卜,"[羊肉,白萝卜]","[盐,大葱,香叶,花椒,生姜,八角,料酒,酱油,冰糖,花生油,大蒜,枸杞子,桂皮,鸡精,胡椒粉]",焖,家常味,初级入门,60
185,家常素炒面,"[面条,青椒,胡萝卜,黄瓜,西红柿,鸡蛋]","[盐,蚝油,酱油,花生油,大葱]",炒,家常味,新手尝试,30
186,凉拌大蒜,[大蒜],"[大蒜,黑木耳,胡萝卜,盐,酱油,醋,鸡精,花生油,花生]",拌,家常味,未知,30
187,腐竹烧肉,"[猪肉,腐竹]","[花生油,盐,生姜,八角,酱油,鸡精,冰糖,小葱,料酒]",烧,家常味,未知,60
188,金针菇卷,"[金针菇,小麦面粉]","[辣椒,豆腐,花生油,鸡精,盐,辣椒粉,孜然,大葱,醋,酱油]",煎,咸鲜味,未知,30
189,奥尔良烤鸡翅,[鸡翅],"[料酒,大葱,生姜,盐,大蒜,蜂蜜,花生油]",烤,香辣味,未知,30
190,凉拌苦瓜,[苦瓜],"[大蒜,大葱,盐,酱油,醋,花生油,白糖,干辣椒]",拌,家常味,新手尝试,5
191,莲藕猪肉,"[莲藕,猪肉]","[花生油,芹菜,盐,豆瓣酱,淀粉,花椒,辣椒]",炒,家常味,中级掌勺,15
192,香酥鸡米花,"[鸡肉,小麦面粉]","[盐,面包,鸡蛋,生姜,胡椒粉,花生油,白糖,淀粉]",烤,其它口味,初级入门,15
193,凉拌白糖醋莴笋,[莴笋],"[花生油,盐,白糖,醋,酱油,大蒜,辣椒]",拌,酸甜味,未知,10
194,盐水毛豆,[毛豆],"[盐,生姜,花椒,茴香,八角]",煮,家常味,初级入门,10
195,白萝卜炖牛蹄筋,"[牛蹄筋,白萝卜]","[香叶,牛腩,酱油,八角,香菜,盐,料酒]",炖,咸鲜味,新手尝试,2
196,炝拌莴笋,[莴笋],"[干辣椒,白糖,花椒,酱油,大蒜,醋,生姜,味精,盐,花生油]",拌,香辣味,初级入门,5
197,料酒鸡,[鸡肉],"[酱油,冰糖,盐,生姜,大蒜,大葱,料酒,花生油]",烧,家常味,初中水平,30
198,猪肉炒菜花,"[菜花,猪肉]","[花生油,盐,大蒜,酱油,辣椒酱,淀粉,蚝油]",炒,家常味,未知,5
199,咖喱牛肉土豆,"[牛肉,咖喱]","[花生油,土豆,胡萝卜,盐,洋葱,胡椒]",炒,咖喱味,新手尝试,60
200,娃娃菜拌扇贝,"[扇贝,娃娃菜]","[大葱,香菜,料酒,蚝油,花生油,酱油,花椒,盐]",拌,家常味,未知,10
201,素炒西兰花,"[西兰花,黑木耳,胡萝卜]","[花生油,盐,酱油,大蒜,白糖]",炒,咸鲜味,新手尝试,10
202,鸡脯炒大葱,"[鸡肉,大葱]","[花生油,酱油,盐,淀粉,辣椒,胡椒粉]",炒,家常味,未知,10
203,酥炸小黄鱼,[小黄鱼],"[花生油,盐,粉条,生姜,大葱,酱油]",炸,鱼香味,未知,30
204,猪肉胡萝卜鸡蛋卷,"[猪肉,鸡蛋,胡萝卜]","[生姜,大葱,酱油,盐,花生油]",蒸,咸鲜味,未知,30
205,鲜香烧带鱼,[带鱼],"[八角,小麦面粉,番茄酱,酱油,盐,淀粉,白糖,大葱,大蒜,花生油]",煮,家常味,未知,15
206,猪肉芋头糕,"[芋头,小麦面粉,猪肉]","[花生油,蚝油,酱油,盐,腐乳,辣椒酱,鸡精,大葱,花生]",蒸,咸鲜味,初中水平,60
207,鲍鱼红烧猪肉,"[鲍鱼,猪肉]","[盐,酱油,冰糖,八角,花生油,生姜,大葱]",炖,咸鲜味,初级入门,90
208,圣诞饼干,[小麦面粉],"[黄油,鸡蛋,奶油,白糖,鸡蛋,柠檬盐]",烘焙,甜味,未知,2
209,鲜蒸冬瓜,[冬瓜],"[花生油,虾皮,平菇,鸡肉,盐,大葱]",蒸,咸鲜味,新手尝试,30
210,白萝卜羊肉片,"[白萝卜,羊肉]","[盐,酱油,鸡精,蚝油,花生油,生姜,大蒜,小葱]",烧,咸鲜味,新手尝试,30
211,白灼豆腐,[豆腐],"[盐,花生油,干辣椒,大葱,大蒜,白糖,酱油]",煮,咸鲜味,未知,15
212,京酱猪肉,"[猪肉,黄瓜]","[花生油,大葱,豆腐皮,料酒,盐,豆瓣酱,白糖,酱油,淀粉,小葱]",炒,酱香味,新手尝试,30
213,辣椒小炒肉,"[猪肉,辣椒]","[花生油,大蒜,豆豉,料酒,酱油,花生,盐]",炒,家常味,初级入门,15
214,茴香水饺,"[小麦面粉,茴香,猪肉]","[蚝油,大葱,酱油,生姜,花生油,鸡精,盐]",煮,家常味,新手尝试,2
215,猪蹄山药黄豆煲,"[猪蹄,山药,黄豆]","[花生油,酱油,料酒,蚝油,大葱,花椒,盐,白糖,醋]",炖,咸鲜味,中级掌勺,30
216,杨梅焗排骨,"[杨梅,排骨]","[盐,白糖,小麦面粉,酱油,蚝油,花生油,胡椒]",焗,酸甜味,未知,2
217,早餐鸡蛋煎面条,"[面条,鸡蛋]","[盐,花生油,椒盐,胡萝卜]",煎,咸鲜味,初中水平,30
218,椒盐鱼头,"[鱼头,椒盐]","[花生油,盐,生姜,料酒,大蒜,大葱,酱油]",蒸,香辣味,初级入门,15
219,红烧羊蝎子,[羊蝎子],"[花生油,豆瓣酱,盐,白糖,酱油,大葱,生姜,大蒜,花椒,辣椒,香叶,八角]",烧,香辣味,初级入门,90
220,弹猪皮,[猪皮],"[大葱,醋,料酒,香菜,大蒜,辣椒,白糖,酱油,蚝油,辣椒油,花生油]",冻,酸辣味,中级掌勺,10
221,黑椒黄金锤,[鸡翅],"[花生油,小麦面粉,鸡蛋,淀粉,苏打粉,胡椒粉,酱油,蚝油,盐,白糖]",炸,黑椒味,未知,30
222,水煮牛肉,[牛肉],"[花生油,黄豆芽,盐,料酒,淀粉,花椒,生姜,大蒜,大葱,豆瓣酱,鸡精,白糖,胡椒粉]",煮,香辣味,初级入门,60
223,千张结烧肉,"[猪肉,千张]","[盐,料酒,酱油,生姜,花生油]",煮,家常味,未知,60
224,白糖醋冬瓜肉丸,"[冬瓜,鸡肉]","[花生油,淀粉,酱油,白糖,醋,大葱,生姜,盐,鸡精]",烧,家常味,未知,5
225,冬笋肉夹,"[猪肉,冬笋]","[生姜,盐,料酒,花生油,茴香,大葱,酱油,冰糖]",蒸,家常味,初级入门,2
226,清炒山药片,[山药],"[花生油,盐,生姜,大蒜,青椒,花椒,醋,辣椒,黑木耳]",炒,香辣味,新手尝试,10
227,青椒大葱回锅肉,"[猪肉,青椒,大葱]","[花生油,盐,生姜,大蒜,干辣椒,鸡精,酱油,豆瓣酱]",炒,家常味,初级入门,10
228,金针菇培根卷,"[培根,金针菇]","[花生油,盐,酱油,白糖,蚝油,淀粉]",煎,家常味,未知,15
229,春笋炖黄鱼,"[黄花鱼,春笋]","[花生油,盐,料酒,生姜,大蒜,大葱]",煮,家常味,未知,30
230,西安回民粉蒸肉,"[牛腩,小麦面粉]","[花生油,五香粉,料酒,酱油,白芷,花椒,大葱,生姜,盐,鸡精]",蒸,五香味,中级掌勺,45
231,大蒜炒鸡蛋,"[大蒜,鸡蛋]","[大蒜,花生油,料酒,盐]",炒,家常味,新手尝试,5
232,培根金针菇,"[培根,金针菇]","[小葱,辣椒酱,料酒,鸡精,白糖,酱油,蚝油,花生油,盐,胡椒粉]",煎,家常味,新手尝试,15
233,凉拌卤猪肘,[猪肘],"[盐,味精,辣椒油,花生油,花生,大蒜,花椒]",拌,麻辣味,未知,30
234,什锦煲饭,"[大米,鸡蛋,香肠,胡萝卜]","[花生油,盐,蚝油,酱油,白糖]",煮,咸鲜味,高级厨师,30
235,火腿胡萝卜蛋炒饭,"[大米,香肠,胡萝卜,鸡蛋]","[酱油,大蒜,辣椒,大葱,盐,花生油]",炒,家常味,新手尝试,5
236,山药花生芸豆猪蹄汤,"[猪蹄,芸豆,花生,山药]","[红枣,枸杞子,八角,桂皮,生姜,料酒,大葱,盐,香菜]",煮,家常味,初级入门,90
237,卤花生拌芹菜,"[花生,芹菜]","[盐,八角,干辣椒,生姜,花生油,花椒]",卤,家常味,新手尝试,60
238,猪肉大葱千层肉饼,"[猪肉,大葱,小麦面粉]","[花生油,鸡蛋,酱油,豆瓣酱,盐]",煎,家常味,未知,60
239,萝卜丝包子,"[胡萝卜,粉丝,小麦面粉]","[盐,料酒,虾皮,白糖,苏打粉]",蒸,家常味,中级掌勺,30
240,香辣炒双条,"[土豆,芸豆]","[花生油,盐,大葱,生姜,辣椒粉]",炒,香辣味,初级入门,15
241,青椒塞肉,"[猪肉,青椒]","[花生油,鸡蛋,酱油,白糖,醋,盐,豆瓣酱,大葱]",蒸,酸甜味,未知,30
242,翻茄酱牛肉,"[牛肉,西红柿]","[花生油,盐,生姜,大蒜,山楂,香菜,香菇]",焖,家常味,新手尝试,60
243,柠檬香煎秋刀鱼,"[秋刀鱼,柠檬]","[盐,料酒,胡椒粉,花生油]",煎,咸鲜味,未知,30
244,蒜苗回锅肉,"[猪肉,蒜苗]","[花生油,豆豉,豆瓣酱,盐,生姜,辣椒,八角,香叶]",炒,大蒜香味,未知,30
245,辣炒鱿鱼圈,[鱿鱼],"[辣椒酱,蚝油,豆瓣酱,大蒜,胡椒粉,花生油,大葱,盐]",炒,香辣味,新手尝试,30
246,豆瓣酱炒饭,"[大米,豆瓣酱]","[花生油,香肠,青豆,香菇,鸡蛋,盐]",炒,咸鲜味,初中水平,15
247,千层肉饼,"[小麦面粉,猪肉]","[鸡蛋,花生油,盐,白糖,料酒,酱油,五香粉,蚝油,小葱,生姜]",烙,家常味,新手尝试,5
248,玫瑰花蒸饺,"[小麦面粉,猪肉,玫瑰花]","[盐,茴香籽,花生油,酱油,生姜]",蒸,咸鲜味,新手尝试,60
249,蒜薹炒肉,"[蒜薹,猪肉]","[花生油,豆瓣酱,盐,淀粉,生姜,鸡精,酱油,料酒,洋葱]",炒,家常味,中级掌勺,10
250,三鲜春卷,"[虾仁,香菇,黄豆芽]","[盐,胡萝卜,粉丝,小葱,韭菜,蚝油,酱油,花生油,淀粉]",炒,咸鲜味,初级入门,15
251,铁锅炖鱼,[草鱼],"[花生油,胡椒粉,酱油,盐,八角,小葱,生姜,干辣椒,料酒]",炖,香辣味,新手尝试,10
252,猪肉煸杏鲍菇,"[杏鲍菇,猪肉]","[花生油,盐,胡椒粉,生姜,大蒜,酱油]",干煸,家常味,初级入门,15
253,秘制肘子,[猪肘],"[料酒,酱油,冰糖,豆瓣酱,小葱,生姜,花椒,八角,茴香籽,肉蔻,山楂,陈皮,丁香,桂皮,草果,盐,花生油]",炖,酱香味,初级入门,90
254,减脂奶汁蘑菇炖大米,"[大米,蘑菇]","[鸡肉,牛奶,洋葱,酱油,胡椒粉,黄油]",炖,奶香味,新手尝试,30
255,白菜肉卷,"[白菜,猪肉]","[酱油,胡萝卜,黑木耳,花生油,白糖,盐,淀粉,小葱]",蒸,咸鲜味,初中水平,60
256,蜜汁肉脯,[猪肉],"[花生油,蜂蜜,蚝油,酱油,料酒,白糖,盐,味精,花椒,胡椒粉,醋]",烤,酱香味,初级入门,60
257,鱼头豆腐汤,"[鱼头,豆腐]","[花生油,小葱,花椒,料酒,盐,鸡精,胡椒粉,生姜]",煮,家常味,新手尝试,30
258,私房秘制白肉,[猪肉],"[花生油,盐,生姜,小葱,陈皮,蜂蜜,料酒,酱油,大蒜]",蒸,其它口味,新手尝试,15
259,香肠炒芦笋,"[芦笋,香肠]","[花生油,盐,小葱,酱油,生姜,大蒜]",炒,咸鲜味,新手尝试,5
260,芦笋炒虾仁,"[芦笋,虾仁]","[盐,胡椒粉,料酒,淀粉,花生油,大蒜,鸡精]",炒,家常味,新手尝试,10
261,新疆大盘鸡,"[鸡肉,土豆,青椒]","[花生油,桂皮,八角,花椒,干辣椒,豆瓣酱,酱油,醋,料酒,盐,香叶,白糖,小葱,生姜,大蒜,鸡精,大葱]",炖,家常味,初级入门,30
262,咸蛋黄珍珠丸子,"[糯米,蛋黄]","[鸡蛋,荸荠,胡萝卜,猪肉,小葱,酱油,花生油,料酒,胡椒粉,盐]",蒸,家常味,新手尝试,10
263,蚝油红烧肉,"[猪肉,蚝油]","[红糖,花椒,小葱,生姜,花生油,八角,盐,酱油]",炖,咸鲜味,初级入门,30
264,猪肉荸荠小肉包,"[猪肉,荸荠,小麦面粉]","[盐,小葱,花生油,鸡蛋,酱油,五香粉,胡椒粉]",蒸,家常味,中级掌勺,25
265,猪肉豆腐,"[豆腐,猪肉]","[花生油,盐,豆瓣酱,大葱,胡椒粉,大蒜,鸡精,白糖]",炒,家常味,新手尝试,10
266,辣炒毛蛤蜊,[毛蛤蜊],"[花生油,盐,洋葱,干辣椒,生姜,花椒,酱油,蚝油,料酒,小葱,八角]",炒,香辣味,未知,5
267,排骨土豆焖饭,"[排骨,土豆,大米]","[花生油,胡萝卜,小葱,生姜,盐,白糖,酱油,胡椒粉]",焖,家常味,新手尝试,60
268,香辣小龙虾,[小龙虾],"[八角,花椒,香叶,花生油,盐,生姜,大蒜,白糖,桂皮,料酒,酱油,大葱,干辣椒,豆瓣酱]",烧,香辣味,初中水平,30
269,黄焖鸡,"[鸡肉,香菇,土豆]","[花生油,盐,大蒜,生姜,辣椒,料酒,大葱,白糖,酱油]",焖,酱香味,中级掌勺,30
270,香小葱肉松蒸糕,"[鸡蛋,米粉,小麦面粉]","[盐,花生油,牛奶,小葱,红糖]",烘焙,其它口味,初级入门,60
271,料酒炖牛肉,"[牛排,料酒]","[花生油,胡萝卜,蘑菇,盐,胡椒粉,酱油,冰糖,小麦面粉,洋葱,大蒜]",炖,家常味,初级入门,90
272,鲜虾仁鸡肉蒸饭,"[虾仁,鸡肉,大米]","[花生油,青豆,盐,胡萝卜,蚝油,胡椒粉,芝麻]",蒸,家常味,新手尝试,60
273,酸辣黑黑木耳,[黑木耳],"[大蒜,香菜,干辣椒,醋,酱油,花生油,辣椒油,盐,白糖]",煮,香辣味,初级入门,5
274,虾仁土豆煲,"[虾仁,土豆]","[花生油,粉条,豆腐干,盐,料酒,大蒜,生姜,小葱]",烧,香辣味,未知,30
275,蚝油白菜,"[白菜,蚝油]","[花生油,小葱,干辣椒,鸡精,盐]",炒,甜味,未知,10
276,泰式柠檬蒸鱼,"[黄花鱼,柠檬]","[花生油,生姜,胡椒粉,盐,白糖,料酒,鱼露,干辣椒,薄荷,迷迭香]",蒸,酸辣味,新手尝试,10
277,干辣椒蒸鲈鱼片,[鲈鱼],"[干辣椒,料酒,盐,淀粉,生姜,小葱,辣椒,胡椒粉]",蒸,香辣味,初级入门,5
278,烤牛肉干,[牛肉],"[小葱,酱油,花生油,生姜,盐,白糖,料酒,鸡精,茴香,五香粉,辣椒粉]",炒,咸鲜味,未知,30
279,大蒜香卤肉卤香干,"[猪肉,豆腐干]","[酱油,醋,味精,盐,生姜,大蒜,小葱,花生油]",炒,大蒜香味,初中水平,10
280,豆豉蒸排骨,"[排骨,豆豉]","[花生油,盐,白糖,料酒,淀粉,酱油,生姜,大蒜,小葱,辣椒]",蒸,咸鲜味,初级入门,60
281,酱汁鸡肉杏鲍菇,"[鸡肉,杏鲍菇]","[花生油,盐,料酒,鸡蛋,酱油,蚝油,白糖,小葱,辣椒]",烧,咸鲜味,初级入门,30
282,大蒜蓉烤海鲜,"[基围虾,大蒜]","[花生油,蛤蜊,娃娃菜,盐,料酒,生姜,辣椒,小葱,黑芝麻]",烤,咸鲜味,未知,30
283,家乡垮炖鱼头,[鱼头],"[花生油,盐,小葱,香菜,辣椒,冰糖,酱油,料酒,大葱,胡椒粉,醋,生姜]",炖,咸鲜味,初中水平,60
284,番茄三杯鸡,"[鸡肉,番茄酱]","[小葱,白糖,酱油,蚝油,胡椒,蜂蜜,大蒜,醋,鸡精,生姜,胡椒粉,盐,料酒,花生油,香叶]",炖,酸甜味,初级入门,30
285,电饼铛版蜜汁鸡翅,[鸡翅],"[花生油,酱油,料酒,盐,胡椒粉,蜂蜜,白糖]",煎,咸鲜味,初级入门,30
286,糖醋带鱼,[带鱼],"[淀粉,盐,生姜,小葱,白糖,醋,花生油,胡椒粉,料酒]",烧,酸甜味,初级入门,30
287,牛肉炒毛豆,"[牛肉,毛豆]","[生姜,盐,味精,大蒜,辣椒,醋,料酒,豆瓣酱,胡椒粉,花生油]",炒,咸鲜味,初中水平,5
288,干锅茶树菇,[茶树菇],"[豆瓣酱,猪肉,胡椒粉,蚝油,辣椒油,洋葱,青椒,花生油,生姜,大蒜]",炒,家常味,新手尝试,10
289,腊肉蒸土豆,"[腊肉,土豆]","[盐,辣椒粉,大蒜,花生油,小葱]",蒸,家常味,初级入门,30
290,爆炒青椒鱿鱼卷,"[鱿鱼,青椒]","[生姜,胡萝卜,胡椒粉,鸡精,料酒,盐,酱油,花生油]",爆,香辣味,初级入门,30
291,凉拌蕨菜,[蕨菜],"[小葱,酱油,醋,花生油,盐,大蒜]",拌,家常味,未知,5
292,辣子鸡,[鸡肉],"[生姜,青椒,八角,花椒,料酒,鸡精,盐,白糖,花生油,辣椒,花生,大葱,干辣椒,大蒜,孜然]",爆炒,家常味,新手尝试,5
293,回锅肉,"[猪肉,豆腐]","[花生油,大葱,大蒜,料酒,白糖,生姜,豆瓣酱,盐,酱油,辣椒]",炒,葱香味,初级入门,15
294,白灼虾仁西兰花,"[西兰花,虾仁]","[花生油,胡萝卜,酱油,蚝油,淀粉,盐,大蒜,辣椒]",炒,家常味,未知,15
295,鹌鹑蛋肉包子,"[小麦面粉,猪肉,鹌鹑蛋]","[花生油,盐,小葱,生姜,蚝油,酱油,鸡精,胡椒粉,白糖]",蒸,家常味,初中水平,30
296,清炒莴笋,[莴笋],"[大蒜,盐,鸡精,料酒,酱油,花生油,生姜,胡椒粉]",炒,咸鲜味,初级入门,5
297,红烧鳊鱼,[鳊鱼],"[花生油,小葱,生姜,洋葱,大蒜,酱油,盐,白糖,豆瓣酱,淀粉,料酒]",微波,香辣味,未知,60
298,酸辣鸭胗,[鸭胗],"[花生油,蒜薹,盐,酱油,料酒,蚝油,辣椒]",炒,酸辣味,初中水平,5
299,油菜炒虾仁,"[油菜,虾仁]","[小葱,胡萝卜,黑木耳,胡椒粉,料酒,白糖,盐,酱油,淀粉,大蒜,花生油]",炒,家常味,未知,30
300,牛肉拌面,"[面条,牛肉]","[青椒,西红柿,白菜,胡萝卜,盐,花生油,酱油,洋葱,大葱]",炒,家常味,未知,15
301,凉拌绿豆芽,[绿豆芽],"[大葱,大蒜,香菜,辣椒油,花生油,盐,白糖,醋,酱油]",拌,咸鲜味,新手尝试,5
302,西红柿炖牛腩,"[西红柿,牛腩]","[花生油,冰糖,盐,大蒜,料酒,大葱,生姜]",炖,茄汁味,初级入门,90
303,黑木耳拌核桃仁,"[黑木耳,核桃]","[大蒜,香菜,小葱,醋,盐,酱油,花生油]",拌,家常味,初级入门,10
304,北京肉片打卤面,"[猪肉,小麦面粉]","[黄花菜,黑木耳,香菇,淀粉,八角,盐,鸡蛋,花生油]",煮,咸鲜味,初级入门,30
305,家常焖炒芸豆,[芸豆],"[小葱,猪肉,生姜,八角,盐,酱油,鸡精,花生油]",炒,咸鲜味,初级入门,15
306,菌菇馄饨,"[蟹味菇,香菇,小麦面粉]","[生姜,黑木耳,大葱,盐,鸡精,胡椒粉,酱油,花生油]",煮,咸鲜味,未知,15
307,蓑衣黄瓜,[黄瓜],"[盐,醋,辣椒,酱油,花生油,白糖,花生]",腌,酸辣味,初中水平,5
308,鱼香肉丝,"[猪肉,胡萝卜,黑木耳]","[白糖,醋,酱油,料酒,生姜,大蒜,花生油,淀粉,盐,蚝油,鸡精,大葱,生姜]",炒,香辣味,新手尝试,15
309,炝炒黄瓜,[黄瓜],"[盐,大蒜,花生油,辣椒,花椒]",炒,家常味,未知,5
310,新疆风味烤羊肉块,[羊肉],"[小葱,辣椒粉,孜然,盐,胡椒粉,酱油,花生油,料酒,黑芝麻]",烤,香辣味,初级入门,30
311,红烧羊肉,[羊肉],"[生姜,胡萝卜,大葱,酱油,料酒,盐,草果,冰糖,花生油,八角,桂皮,香叶,花椒,胡椒粉]",焖,其它口味,未知,60
312,美味卷饼,"[小麦面粉,土豆,猪肉]","[花生油,大葱,生姜,豆瓣酱,白糖,盐,鸡精,淀粉]",蒸,家常味,未知,60
313,素炒千张,[千张],"[花生油,盐,酱油,白糖,大蒜,辣椒]",炒,家常味,初中水平,15
314,香肠炒荷兰豆,"[荷兰豆,香肠]","[花生油,大蒜,酱油,盐,胡椒粉]",炒,家常味,初级入门,5
315,茄汁酸汤鱼,[青鱼],"[盐,西红柿,金针菇,娃娃菜,酒酿,大葱,生姜,洋葱,小葱,花生油,胡椒粉]",炖,咸鲜味,初中水平,30
316,肉丝炒面,"[面条,猪肉]","[辣椒,黄豆芽,胡萝卜,大葱,花椒,花生油,酱油,盐,生姜,料酒,豆瓣酱,大蒜]",炒,家常味,新手尝试,5
317,清炒螃蟹,[螃蟹],"[小葱,生姜,蚝油,酱油,花生油]",炒,家常味,新手尝试,10
318,猪肉粉条蒸娃娃菜,"[娃娃菜,粉条,猪肉]","[花生油,生姜,小葱,五香粉,酱油,蚝油,盐,淀粉,香菜]",蒸,家常味,初级入门,30
319,猪肉炒茄子,"[茄子,猪肉]","[小葱,辣椒,生姜,大蒜,酱油,料酒,五香粉,盐,花生油]",炒,家常味,初级入门,15
320,板栗红烧肉,"[猪肉,板栗]","[花生油,酱油,盐,花椒,八角,料酒,白菜,大葱,生姜,冰糖,肉桂]",烧,咸鲜味,初中水平,90
321,番茄炒大米,"[大米,西红柿]","[花生油,玉米,鸡蛋,香肠,盐,五香粉,洋葱,鸡精,小葱,白糖]",炒,茄汁味,初级入门,5
322,香辣炒豆腐,[豆腐],"[花生油,盐,大蒜,小葱,胡萝卜,黄瓜,芝麻]",炒,香辣味,初级入门,15
323,料酒黄花鱼,"[黄花鱼,料酒]","[花生油,大葱,生姜,大蒜,辣椒,酱油,盐,胡椒粉,白糖,淀粉]",烧,咸鲜味,初级入门,10
324,炝拌双丝,"[土豆,胡萝卜]","[盐,醋,白糖,花生油,花椒,小葱]",拌,椒麻味,初级入门,10
325,脆皮卤鸡爪,[鸡爪],"[花生油,豆瓣酱,白糖,盐,生姜,辣椒,红枣]",卤,家常味,初级入门,30
326,辣椒猪肉茄子,"[茄子,猪肉]","[花生油,盐,酱油,辣椒,大葱,大蒜,淀粉,鸡精]",蒸,香辣味,新手尝试,10
327,宫保鸡丁,"[鸡肉,花生,黄瓜]","[大葱,大蒜,生姜,干辣椒,花椒,料酒,醋,白糖,淀粉,胡椒粉,盐,花生油]",炒,其它口味,新手尝试,5
328,洋葱猪肉包,"[小麦面粉,猪肉,洋葱]","[花生油,五香粉,淀粉,花椒,鸡精,酱油,盐,胡椒粉]",蒸,咸鲜味,初中水平,30
329,酱汁茄子肉盒,"[猪肉,茄子]","[花生油,酱油,料酒,醋,白糖,淀粉]",煎,咸鲜味,初级入门,15
330,干煸土豆条,[土豆],"[大蒜,青椒,干辣椒,生姜,孜然,盐,花生油]",煎,香辣味,初级入门,15
331,麻辣蛋干拌粉丝,"[粉丝,鸡蛋]","[盐,酱油,花生油,辣椒油,小葱,花生,芝麻,醋,白糖]",拌,麻辣味,初级入门,10
332,凉拌白菜,[白菜],"[花生油,花生,大葱,盐,辣椒油,酱油,白糖,醋,大蒜]",拌,家常味,中级掌勺,30
