id,name,mainFood,subFood,skill,taste,difficulty,time
333,小炒大蒜黄,[大蒜],"[青椒,鸡蛋,花生油,酱油,盐]",炒,家常味,新手尝试,15
334,香卤牛肉,[牛肉],"[冰糖,酱油,料酒,八角,茴香,香叶,桂皮,干辣椒,生姜,花椒,陈皮,盐,花生油]",卤,香辣味,初级入门,90
335,红烧牛肉,[牛肉],"[大葱,干辣椒,花椒,八角,桂皮,料酒,酱油,醋,盐,冰糖,生姜,花生油]",烧,家常味,初中水平,90
336,麻辣牛肉干,[牛肉],"[生姜,大葱,八角,花生油,盐,辣椒粉,胡椒粉,辣椒油,芝麻,辣椒,孜然,酱油,料酒,白糖,五香粉,花椒]",烤,麻辣味,初中水平,60
337,酥炸多春鱼,[多春鱼],"[酒酿,酱油,盐,白糖,五香粉,花生油,淀粉,大葱,洋葱,生姜]",炸,咸鲜味,初级入门,10
338,香菇炒仔鸡,"[鸡肉,香菇]","[花生油,酱油,盐,白糖,料酒,生姜,小葱,辣椒]",炒,咸鲜味,新手尝试,15
339,鱼炖茄子,"[鲤鱼,茄子]","[花生油,盐,淀粉,小葱,干辣椒,番茄酱,酱油,醋,料酒,生姜,大蒜,香菜]",炖,家常味,初级入门,60
340,虾仁豆腐丸子,"[豆腐,虾仁]","[花生油,盐,五香粉,小葱,生姜]",炸,咸鲜味,中级掌勺,15
341,豆豉蒸排骨,"[排骨,豆豉]","[花生油,盐,酱油,淀粉]",蒸,家常味,未知,30
342,秘制茶叶蛋,[鸡蛋],"[茶叶,酱油,盐,料酒]",煮,家常味,未知,25
343,蛤蜊豆腐炖海带,"[蛤蜊,豆腐,海带]","[小葱,料酒,淀粉,花生油,盐]",炖,咸鲜味,新手尝试,30
344,清蒸鲈鱼,[鲈鱼],"[香菜,生姜,大蒜,小葱,酱油,胡萝卜,辣椒,盐,花椒,花生油]",蒸,鱼香味,初级入门,10
345,七样羹,"[猪肉,香菇,虾仁,白菜,生菜,芥菜,芹菜,芥蓝]","[大蒜,花生油,盐,鸡精]",煮,家常味,新手尝试,15
346,干贝炒丝瓜,"[丝瓜,干贝]","[花生油,辣椒,盐,生姜,酒酿,大蒜]",炒,咸鲜味,新手尝试,5
347,凉拌牛肉,[牛肉],"[大蒜,大葱,生姜,醋,酱油,辣椒油,白糖,小葱,花生油,盐]",拌,咸鲜味,初级入门,10
348,辣椒酱烤鱿鱼,"[鱿鱼,香菜]","[花生油,盐,芝麻,大蒜,辣椒粉,料酒,胡椒粉]",烤,酱香味,初级入门,10
349,翡翠白玉卷,"[白菜,猪肉,玉米,黑木耳]","[花生油,胡椒粉,盐,酱油,淀粉]",蒸,家常味,新手尝试,15
350,香卤鹌鹑蛋,[鹌鹑蛋],"[八角,草果,花椒,生姜,桂皮,香叶,冰糖,料酒,干辣椒,盐,酱油]",卤,五香味,未知,5
351,泰式鸡肉串,[鸡肉],"[花生油,柠檬,豆瓣酱,酱油,盐,料酒,胡椒粉]",烤,酸辣味,初级入门,30
352,鸡猪肉汉堡,"[小麦面粉,鸡肉,鸡蛋]","[花生油,生菜,胡萝卜,蚝油,牛奶,盐,白糖,小葱]",烘焙,咸鲜味,初中水平,30
353,意大利培根面,"[面条,培根]","[花生油,胡萝卜,大蒜,盐,胡椒,豆瓣酱,辣椒,洋葱]",煮,黑椒味,中级掌勺,10
354,豇豆肉丁,"[猪肉,豇豆]","[花生油,盐,酱油,料酒,辣椒粉,大蒜,小葱]",炒,家常味,初级入门,10
355,荠菜鲜肉春卷,"[荠菜,猪肉,小麦面粉]","[生姜,盐,酱油,料酒,花生油]",烘焙,家常味,新手尝试,15
356,芝麻肉松,"[猪肉,芝麻]","[花生油,酱油,盐,小葱,蚝油,料酒,白糖,鸡精]",烘焙,家常味,初级入门,60
357,排骨焖饭,"[排骨,大米]","[花生油,盐,小葱,生姜,酱油,白糖,八角,香叶,料酒,桂皮]",煮,家常味,未知,30
358,手撕凉拌杏鲍菇,[杏鲍菇],"[大蒜,辣椒,酱油,花生油,白糖,辣椒油,小葱,盐,蚝油]",拌,香辣味,初中水平,10
359,凉拌海蜇皮,[海蜇],"[酱油,黑木耳,黄瓜,醋,白糖,花生油,大蒜,小葱,香菜,辣椒,辣椒油]",拌,家常味,新手尝试,10
360,秦椒炒牛柳,[牛肉],"[辣椒,大葱,酱油,淀粉,蚝油,大蒜]",炒,香辣味,中级掌勺,15
361,西红柿土豆牛肉浓汤,"[牛肉,西红柿,土豆]","[料酒,茴香,八角,桂皮,小葱,生姜,花椒,盐,胡椒粉,花生油]",炖,咸鲜味,新手尝试,90
362,芦笋牛肉丝,"[牛肉,芦笋]","[花生油,酱油,料酒,淀粉,白糖,盐,生姜,大蒜]",炒,家常味,新手尝试,10
363,牛油果培根意面,"[面条,培根,牛油果]","[大蒜,花生油,盐,胡椒]",炒,黑椒味,新手尝试,15
364,大蒜蓉蒸双拼,"[基围虾,大蒜]","[花椒,辣椒,酱油,小葱,盐,白糖]",蒸,家常味,新手尝试,30
365,私房红烧牛肉,[牛肉],"[花生油,盐,酱油,冰糖,生姜,大蒜,干辣椒,豆瓣酱,番茄酱,小葱,酒酿]",烧,香辣味,初中水平,60
366,猪肉烤茄子,"[猪肉,茄子]","[盐,花生油,酱油,香菜,芝麻,大葱,大蒜,白糖,辣椒酱]",烤,香辣味,新手尝试,60
367,香干毛豆炒肉丝,"[猪肉,毛豆,豆腐干]","[花生油,青椒,小葱,盐,料酒,白糖,生姜,辣椒酱,大蒜]",炒,家常味,初级入门,15
368,软香卤牛肉,[牛肉],"[冰糖,生姜,花生油,盐,酱油,茴香,花椒,桂皮,陈皮,八角,香叶,料酒,干辣椒]",卤,咸鲜味,初中水平,60
369,凉拌千张,[千张],"[辣椒,盐,花生油,蚝油,酱油,香菜,大蒜,花生,黄瓜,醋,黑木耳,鸡精,白糖]",拌,家常味,初级入门,10
370,辣椒肉丁,"[猪肉,辣椒]","[花生油,盐,干辣椒,花椒,生姜,大蒜,淀粉]",炒,家常味,中级掌勺,15
371,卤鹌鹑蛋,[鹌鹑蛋],"[盐,草果,桂皮,花椒,生姜,香叶,八角,料酒,干辣椒,冰糖,酱油]",卤,家常味,初级入门,2
372,虾仁炒三丁,"[虾仁,胡萝卜,茭白,青豆]","[盐,花生油,鸡精,生姜,小葱,淀粉]",炒,咸鲜味,新手尝试,15
373,家常炒合菜,"[韭菜,鸡蛋,绿豆芽,粉条]","[花生油,盐,酱油,蚝油]",炒,家常味,初中水平,5
374,父亲节肉饼,"[猪肉,小麦面粉]","[小葱,酱油,花生油,盐,胡椒粉,白糖]",烘焙,咸鲜味,高级厨师,30
375,砂锅鱼头汤,[鱼头],"[花生油,豆腐,黑木耳,鸡蛋,盐,鸡精,胡椒粉,生姜,小葱,料酒]",煲,咸鲜味,初级入门,60
376,凉皮拌黄瓜,"[小麦面粉,黄瓜]","[盐,白糖,醋,酱油,淀粉]",拌,酸甜味,初级入门,10
377,桂花银耳炖雪梨,"[香梨,银耳,桂花]","[冰糖,枸杞子,蜂蜜]",炖,甜味,新手尝试,30
378,爆炒猪肝菜心,"[猪肝,菜心]","[淀粉,酱油,花生油,盐,料酒]",炒,家常味,新手尝试,10
379,豆豉蒸排骨,"[豆豉,排骨]","[辣椒,花生油,盐,大蒜,白糖,酱油,淀粉]",蒸,咸鲜味,未知,60
380,泰式菠萝炒饭,"[大米,菠萝]","[小白菜,虾,绿豆芽,鱼露,盐,花生油,洋葱,辣椒]",炒,家常味,初级入门,10
381,麻油菌菇拌菜,"[香菇,苦菊]","[花生油,黑木耳,胡萝卜,盐,醋,白糖,香菜]",拌,其它口味,中级掌勺,30
382,鸡肉粉丝砂锅煲,"[土豆,鸡肉,黄瓜,火腿,西红柿,苦菊]","[辣椒,盐,鸡精,生姜,酱油,花生油,蚝油,醋]",煲,家常味,中级掌勺,15
383,一品鲜蟹糊羹,"[螃蟹,豆腐,鸡蛋]","[盐,香菜,胡椒粉,花生油,醋,淀粉,生姜]",烧,咸鲜味,初级入门,15
384,黄豆粉戚风蛋糕,"[鸡蛋,小麦面粉]","[盐,花生油,牛奶,白糖,柠檬水]",烘焙,甜味,新手尝试,30
385,辣子鸡,[鸡肉],"[花生油,盐,白糖,花生,干辣椒,大蒜,酱油,料酒,生姜,鸡精,小葱,辣椒,花椒,大葱]",爆炒,麻辣味,新手尝试,15
386,培根面包,"[小麦面粉,培根]","[花生油,鸡蛋,小葱,盐,白糖,黄油,干酵母,牛奶]",烘焙,甜味,初级入门,60
387,鸡肉炖土豆,"[土豆,鸡肉]","[生姜,大葱,八角,醋,花生油,料酒,盐,白糖]",炖,家常味,未知,30
388,凉拌白萝卜丝,[白萝卜],"[盐,小葱,辣椒,生姜,大蒜,鸡精,酱油,醋,辣椒油,白糖]",拌,香辣味,中级掌勺,30
389,豇豆猪肉,"[猪肉,豇豆]","[花生油,盐,豆瓣酱,淀粉,鸡精,生姜,辣椒]",炒,酸辣味,中级掌勺,10
390,什锦蛋炒饭,"[香菇,虾仁,牛肉,鸡蛋,玉米]","[花生油,盐,料酒,洋葱,青椒]",炒,家常味,新手尝试,15
391,麻辣毛血旺,"[米粉,鸭血,猪肉,火腿,莴笋,四季豆]","[花生油,大葱,花椒,胡椒粉,生姜,大蒜,干辣椒,花椒,豆瓣酱,盐,冰糖]",煮,香辣味,初级入门,15
392,泡菜火腿蛋炒饭,"[大米,火腿,鸡蛋,泡菜]","[盐,料酒,酱油,花生油]",炒,酸辣味,新手尝试,15
393,香菇炒肉,"[猪肉,香菇]","[鸡精,淀粉,盐,酱油,胡椒粉,料酒,生姜,大蒜,花生油]",炒,家常味,新手尝试,10
394,番茄肉丝炒蛋,"[猪肉,西红柿,鸡蛋]","[花生油,盐,料酒,白糖,酱油]",炒,家常味,新手尝试,10
395,鸡蛋豆腐,"[鸡蛋,豆腐]","[花生油,蚝油,酱油,盐,辣椒油,小葱]",蒸,香辣味,新手尝试,10
396,香煎黄花鱼,[黄花鱼],"[花生油,生姜,淀粉,小麦面粉,胡椒粉,盐,大葱,大蒜]",煎,咸鲜味,中级掌勺,10
397,彩色饺子,"[菠菜,南瓜,紫甘蓝,小麦面粉,韭菜,猪肉]","[盐,鸡精,胡椒粉,蚝油,酱油]",煮,家常味,新手尝试,15
398,门钉肉饼,"[牛肉,小麦面粉]","[盐,五香粉,花椒,生姜,花生油,豆瓣酱,料酒,小葱]",煎,家常味,初级入门,10
399,豉油蒸排骨,"[豆豉,排骨]","[花生油,大蒜,生姜,酱油,盐,白糖,料酒,胡椒粉,小葱]",蒸,咸鲜味,新手尝试,30
400,芹菜黑木耳炒肉,"[猪肉,黑木耳,芹菜]","[花生油,淀粉,料酒,酱油,大蒜,盐,五香粉,豆瓣酱]",炒,家常味,初级入门,10
401,自制蒸火腿,"[猪肉,虾仁,鸡蛋]","[花生油,生姜,淀粉,白糖,盐,酱油,五香粉,小葱]",蒸,咸鲜味,初中水平,15
402,回锅肉,"[猪肉,豆腐]","[花生油,盐,酱油,料酒,豆瓣酱,辣椒,大葱,生姜,白糖,大蒜]",炒,酱香味,初级入门,10
403,水煮肉片,[猪肉],"[干辣椒,黄豆芽,大葱,花生油,大蒜,豆瓣酱,辣椒油,料酒,花椒,鸡精,淀粉,盐,酱油,白糖]",煮,麻辣味,新手尝试,15
404,牛肉罗勒风味披萨,"[小麦面粉,牛肉,番茄酱,洋葱,奶酪]","[盐,白糖,辣椒,花生油]",烤,家常味,新手尝试,2
405,西红柿鸡蛋水饺,"[西红柿,鸡蛋,小麦面粉]","[花生油,青椒,盐,味精,小葱]",煮,咸鲜味,新手尝试,60
406,水晶白菜蒸饺,"[白菜,小麦面粉]","[菠菜,淀粉,鸡蛋,小葱,生姜,花生油,盐,五香粉]",蒸,家常味,初中水平,60
407,甜笋炒肉片,"[竹笋,猪肉]","[大蒜,花生油,淀粉,酱油,白糖,盐]",炒,家常味,初中水平,15
408,芋仔炖面筋,"[芋头,面筋]","[小葱,黑木耳,八角,大蒜,花椒,盐,花生油,辣椒,生姜]",炖,咸鲜味,初级入门,30
409,带鱼炖豆腐,"[带鱼,豆腐]","[花生油,盐,生姜,大葱,辣椒酱]",炖,家常味,中级掌勺,30
410,辣椒炒猪心,"[猪心,辣椒]","[生姜,胡萝卜,小葱,料酒,盐,花生油]",炒,家常味,新手尝试,15
411,蟹黄豆腐,"[豆腐,咸鸭蛋]","[大蒜,花生油,生姜,小葱,胡椒粉,淀粉,盐,大葱,料酒]",煮,咸鲜味,新手尝试,10
412,鲜虾窝蛋蒸肉泥,"[猪肉,鸡蛋,虾仁]","[花生油,香菇,盐,蚝油,酱油]",蒸,咸鲜味,新手尝试,15
413,辣椒鸡肉炒饭,"[大米,鸡肉,辣椒]","[小葱,鸡蛋,花生油,酱油,盐]",炒,家常味,新手尝试,15
414,鱼香肉丝,"[猪肉,黑木耳,胡萝卜]","[料酒,酱油,盐,花生油,生姜,大蒜,泡椒,白糖,小葱,醋,蚝油,鸡精,淀粉]",炒,鱼香味,初级入门,10
415,麻汁拌小白菜,[小白菜],"[辣椒油,蒜薹,花生酱,酱油,醋,盐]",拌,麻酱味,新手尝试,5
416,排骨汤蒸花卷,"[排骨,小麦面粉]","[花生油,土豆,胡萝卜,盐,生姜,小葱,胡椒粉,料酒]",蒸,家常味,未知,30
417,辣炒薯粉鸡公蛋,"[鸡蛋,红薯粉]","[花生油,青椒,盐,酱油,料酒,大蒜]",炒,香辣味,初中水平,5
418,香干回锅肉,"[猪肉,豆腐干]","[花生油,生姜,大蒜,豆瓣酱,青椒,辣椒,酱油,盐,醋,鸡精,胡椒粉,白糖]",炒,家常味,新手尝试,15
419,热拌茄子,[茄子],"[花生油,辣椒,西红柿,香菜,小葱,大蒜,酱油,醋,盐,鸡精]",微波,家常味,初级入门,10
420,紫菜大肉包,"[小麦面粉,猪肉,紫菜]","[花生油,胡萝卜,盐,淀粉,白糖,酱油]",蒸,咸鲜味,初级入门,30
421,猪肉烧黄菜,"[猪肉,黄花菜]","[花生油,盐,料酒,酱油,味精,生姜,淀粉]",烧,家常味,初级入门,15
422,莴笋炒肉丝,"[猪肉,莴笋]","[花生油,盐,淀粉,鸡精,辣椒,小葱,白糖,酱油,胡椒粉,生姜]",炒,家常味,初级入门,10
423,红椒牛肉丝面条,"[面条,牛肉,辣椒]","[花生油,盐,酱油,淀粉,鸡精,豆瓣酱]",炒,家常味,初级入门,10
424,烤牛排,[牛排],"[花生油,西红柿,胡椒,五香粉,蚝油,白糖,酱油,洋葱]",烤,家常味,新手尝试,30
425,荸荠蒸鸡蛋肉饼,"[猪肉,荸荠,小麦面粉]","[生姜,淀粉,酒酿,酱油,盐,花生油,小葱]",蒸,家常味,初级入门,15
426,凉拌毛豆,[毛豆],"[花生油,生姜,鸡精,酱油,白糖,醋,盐,大蒜,干辣椒,花椒,胡椒粉]",拌,家常味,初级入门,15
427,蒜薹炒肉,"[蒜薹,猪肉]","[花生油,辣椒,盐,生姜,淀粉,酱油,料酒,洋葱,鸡精]",炒,家常味,中级掌勺,10
428,黄瓜炖鸡,"[鸡肉,黄瓜]","[花生油,酱油,料酒,辣椒,豆瓣酱,盐]",炖,家常味,未知,60
429,酱鸡爪,[鸡爪],"[花生油,盐,小葱,生姜,香叶,酱油,豆瓣酱]",煮,家常味,未知,30
430,三杯鸡,[鸡肉],"[花生油,盐,料酒,酱油,大葱,大蒜,生姜,辣椒]",烧,咸鲜味,初级入门,30
431,炒虾,[虾仁],"[花生油,盐,酱油,辣椒,小葱,生姜]",炒,家常味,新手尝试,5
432,干豆腐炒圆白菜肉片,"[圆白菜,猪肉,千张]","[小葱,胡椒粉,酱油,盐,鸡精,花生油]",炒,家常味,初级入门,15
433,蟹黄豆腐烩番茄,"[豆腐,西红柿,咸鸭蛋]","[花生油,小葱,鸡精,盐,淀粉]",烩,家常味,中级掌勺,15
434,烤猪肉配欧芹酱,[猪肉],"[花生油,土豆,小麦面粉,奶油,黄油,盐,胡椒,白豆蔻]",烤,其它口味,初中水平,60
435,丸子炖土豆豇豆,"[土豆,豇豆,猪肉]","[花生油,盐,蚝油,小葱,生姜]",炖,家常味,初级入门,15
436,炒地瓜叶子,[红薯叶],"[小葱,花生油,盐,蚝油,大蒜,干辣椒,辣椒]",炒,家常味,新手尝试,5
437,豆渣果干小馒头,[小麦面粉],"[鸡蛋,牛奶,白糖,盐,花生油]",蒸,家常味,初中水平,30
438,炝拌西兰花,[西兰花],"[盐,生姜,大蒜,大葱,花椒,花生油,蚝油,番茄酱,酱油,白糖]",拌,家常味,新手尝试,5
439,肉松烤冷面,"[面条,鸡蛋]","[孜然,黄瓜,香肠,花生油,盐,辣椒酱,白糖,醋]",煎,酱香味,初级入门,30
440,醋溜黑黑木耳莲藕,"[莲藕,黑木耳]","[花生油,盐,白糖,醋,酱油,大蒜]",炒,酸甜味,未知,15
441,糖醋鱼块,[草鱼],"[花生油,鸡蛋,淀粉,盐,料酒,酱油,醋,白糖,番茄酱]",烧,酸甜味,初中水平,30
442,创新版门钉肉饼,"[小麦面粉,牛肉]","[花生油,盐,洋葱,小葱,生姜,酱油]",烙,咸鲜味,初中水平,30
443,回锅肉,"[猪肉,豆腐]","[花生油,盐,白糖,豆瓣酱,大蒜,大葱,生姜,洋葱,辣椒,料酒]",炒,香辣味,新手尝试,30
444,肉松火腿夹心面包,"[小麦面粉,香肠]","[花生油,鸡蛋,黄瓜,白糖,盐,牛奶,番茄酱]",烘焙,奶香味,初级入门,30
445,红糖酒酿荷包蛋,"[鸡蛋,酒酿,红糖]","[红枣,枸杞子,生姜]",煮,甜味,初级入门,10
446,豆豉蒸鸡翅,"[鸡翅,豆豉]","[酱油,生姜,大蒜,料酒,盐,花生油,干辣椒,小葱]",蒸,家常味,初级入门,30
447,鱼头汤,[鱼头],"[小葱,豆腐,生姜,花生油,盐]",煮,家常味,未知,60
448,蒸茼蒿,[茼蒿],"[盐,小麦面粉,大蒜,酱油,醋,花生油]",蒸,家常味,新手尝试,10
449,虾仁猪肉白菜饺,"[猪肉,虾仁,白菜]","[小葱,鸡蛋,料酒,生姜,蚝油,酱油,鸡精,白糖,八角,花生油]",煮,咸鲜味,初级入门,5
450,"蟹味,酱油炒饭","[大米,酱油]","[花生油,胡萝卜,鸡蛋,小葱,黄瓜,生姜,胡椒粉,盐,火腿,大蒜]",炒,家常味,新手尝试,5
451,鸭血烩豆腐,"[鸭血,豆腐]","[花生油,盐,料酒,辣椒,胡椒粉,生姜,小葱]",煮,家常味,未知,15
452,鱼头虾蟹汤,"[鱼头,螃蟹,虾仁]","[花生油,上海青,鹌鹑蛋,盐,料酒,胡椒粉]",煮,家常味,未知,60
453,蔬香煨鸭,[鸭肉],"[花生油,黑木耳,胡萝卜,生姜,料酒,红糖,胡椒,酱油,盐]",炒,咸鲜味,初级入门,15
454,芹菜饺子,"[芹菜,小麦面粉]","[猪肉,花生油,盐,白糖,酱油,生姜,料酒]",煮,咸鲜味,初级入门,15
455,蒸面皮面筋,[小麦面粉],"[鸡精,黄瓜,绿豆芽,盐,淀粉,苏打粉,辣椒粉,辣椒油,胡椒粉,八角,醋,大蒜,花生油]",蒸,酸辣味,初中水平,15
456,西红柿炒茄条,"[茄子,西红柿]","[花生油,盐,白糖,酱油,大蒜]",炒,酸甜味,初级入门,10
457,东北铁锅炖,"[小麦面粉,牛肉,土豆,四季豆,胡萝卜]","[花生油,盐,蚝油,酱油,八角,胡椒粉,桂皮,淀粉,生姜]",炖,咸鲜味,新手尝试,60
458,煎饺抱蛋,[鸡蛋],"[盐,花生油,黑芝麻,小葱]",煎,家常味,初级入门,15
459,炒鸡肝,[鸡肝],"[花生油,韭黄,盐,酱油,鸡精,生姜,大蒜,小葱]",炒,咸鲜味,新手尝试,5
460,青豆炒黑椒牛肉粒,"[青豆,牛肉]","[花生油,生姜,大蒜,辣椒,盐,酱油,料酒,白糖,胡椒]",炒,咸鲜味,初中水平,10
461,孜然葱香烤鸡,"[鸡肉,孜然]","[花生油,盐,洋葱,生姜,胡椒粉,酱油,料酒,蜂蜜]",烤,葱香味,初中水平,60
462,培根吐司,"[小麦面粉,培根,鸡蛋]","[白糖,盐,牛奶,花生油]",烘焙,咸鲜味,初中水平,30
463,鲜肉粽,"[糯米,猪肉]","[蚝油,酱油,料酒,胡椒粉,盐,生姜,花生油,洋葱]",煮,咸鲜味,初中水平,90
464,承味正宗地三鲜,"[土豆,青椒,茄子]","[盐,花生油,小葱,大蒜,酱油,豆瓣酱,料酒,白糖,醋,蚝油,淀粉,生姜]",烤,家常味,初级入门,30
465,肉沫豆腐,"[豆腐,猪肉]","[花生油,小葱,大蒜,酱油,盐,鸡精]",炖,咸鲜味,未知,15
466,咸肉菜饭,"[腊肉,大米]","[大葱,盐,上海青,白糖,花生油,胡椒粉]",焖,咸鲜味,初中水平,30
467,"烤箱版,烤鱼",[草鱼],"[酱油,圆生菜,金针菇,盐,五香粉,花生油,洋葱,香菜,花生]",烤,咸鲜味,中级掌勺,60
468,肉桂戚风,"[蛋黄,鸡蛋]","[柠檬,白糖,牛奶,花生油,肉桂粉]",烘焙,其它口味,中级掌勺,60
469,白灼菜心,[油菜],"[酱油,蚝油,花生油,盐,白糖,大蒜]",灼,咸鲜味,未知,10
470,豆浆机版猪皮冻,[猪皮],"[生姜,盐,小葱,花生油,辣椒油,料酒,醋,大蒜,酱油,香叶,桂皮,花椒]",煮,香辣味,初中水平,15
471,简易大盘鸡面,[鸡肉],"[盐,胡萝卜,面条,酱油,料酒,花生油,洋葱,辣椒,生姜,大蒜]",拌,咸鲜味,初级入门,30
472,莴笋炒蛋,"[莴笋,鸡蛋]","[花生油,盐,酱油,料酒,大蒜,干辣椒]",炒,香辣味,初中水平,5
473,自制香肠,"[猪肉,小麦面粉]","[淀粉,盐,白糖,酱油,鸡蛋,胡椒,蚝油,料酒,花生油,大葱,生姜]",蒸,家常味,新手尝试,30
474,西葫芦炒鸡蛋,"[鸡蛋,西葫芦]","[花生油,大葱,盐,白糖,料酒]",炒,家常味,未知,5
475,牛肉芹菜馅蒸饺,"[小麦面粉,牛肉,芹菜]","[花生油,胡萝卜,盐,五香粉,白糖,胡椒粉,酱油,料酒,蚝油,小葱,生姜]",蒸,咸鲜味,初中水平,30
476,香菇鸡翅,"[鸡翅,香菇]","[花生油,酱油,盐,辣椒酱,辣椒,生姜,大蒜]",炒,香辣味,初级入门,30
477,腊八大蒜红烧肉,"[猪肉,大蒜]","[花生油,八角,小葱,生姜,料酒,酱油,白糖,盐]",炖,鱼香味,未知,15
478,粉丝小白菜,"[粉丝,小白菜]","[花生油,盐,味精,酱油,小葱]",烧,家常味,新手尝试,5
479,蒸青鱼,[青鱼],"[花生油,小葱,生姜,大蒜,豆豉,辣椒,酱油,盐]",蒸,咸鲜味,初级入门,10
480,家常炒饭,[大米],"[花生油,火腿,豇豆,小葱,酱油,枸杞子,辣椒]",炒,家常味,初级入门,15
481,锅包肉,[猪肉],"[黄瓜,淀粉,生姜,大葱,白糖,花生油,盐,醋,料酒,酱油,大蒜]",炸,家常味,新手尝试,10
482,茶叶蛋,"[鸡蛋,茶叶]","[盐,蚝油,八角,茴香,冰糖]",煮,咸鲜味,未知,30
483,葱香肉松面包卷,"[小麦面粉,鸡蛋]","[牛奶,小葱,芝麻,黄油,白糖,盐]",烘焙,葱香味,中级掌勺,30
484,大蒜蓉蒸茄子,"[茄子,大蒜]","[盐,花生油,大葱,醋,酱油,鸡精]",蒸,咸鲜味,初级入门,15
485,甘蔗炖羊腿,"[羊肉,甘蔗]","[花生油,盐,冰糖,八角,陈皮,桂皮,小葱,酒酿,香叶,生姜]",炖,咸鲜味,初级入门,2
486,辣椒炒虾仁,"[虾仁,辣椒]","[盐,鸡精,蚝油,酱油,花生油]",炒,家常味,初级入门,10
487,三文鱼配面条条,"[面条,三文鱼]","[小葱,鸡蛋,培根,芝麻,胡椒粉,花生油,盐]",煮,奶香味,中级掌勺,30
488,银鱼蒸蛋羹,"[银鱼,鸡蛋]","[胡椒粉,料酒,酱油,花生油,香菜,盐]",蒸,家常味,初中水平,10
489,杏鲍菇牛肉粒,"[牛肉,杏鲍菇]","[蚝油,盐,酒酿,花生油,淀粉,胡椒粉,洋葱,大蒜,薄荷]",炒,咸鲜味,初中水平,15
490,煲仔饭,[大米],"[豆豉,油菜,排骨,鸡蛋,酒酿,生姜,大蒜,小葱,鱼露,酱油,蚝油,花生油,白糖,盐]",煲,家常味,初级入门,15
491,豇豆饺子,"[豇豆,小麦面粉]","[紫甘蓝,猪肉,醋,酱油,盐,花生油,五香粉]",煮,家常味,初中水平,30
492,鱼香肉丝,"[猪肉,胡萝卜,黑木耳]","[白糖,醋,酱油,小葱,大蒜,花生油,淀粉,盐,生姜,辣椒,蚝油,鸡精,料酒]",炒,酸甜味,初级入门,30
493,小白菜肉包,"[小白菜,猪肉,小麦面粉]","[酱油,盐,花生油,五香粉,鸡精,小葱]",蒸,家常味,中级掌勺,30
494,猴头红焖肉,"[猪肉,猴头菇]","[花生油,酱油,料酒,盐,八角,大葱,生姜,大蒜,白糖]",焖,家常味,新手尝试,60
495,菠萝古老肉,"[猪肉,菠萝]","[盐,料酒,胡椒粉,淀粉,白糖,醋,香菜,鸡蛋,辣椒,番茄酱,生姜,大蒜,花生油]",炸,家常味,新手尝试,15
496,烤箱版猪肉串,[猪肉],"[花生油,洋葱,孜然,芝麻,辣椒,酱油,盐,鸡精]",烤,咸鲜味,初级入门,15
497,血粑炒排骨,[排骨],"[花生油,盐,生姜,辣椒,香菜,酱油,豆瓣酱]",炒,香辣味,中级掌勺,30
498,清蒸鲈鱼,[鲈鱼],"[香菜,花生油,盐,酱油,料酒,小葱,生姜,辣椒,大蒜,花椒]",蒸,咸鲜味,中级掌勺,15
